brand,model,processor_brand,processor_name,processor_gnrtn,ram_gb,ram_type,ssd,hdd,os
N/A,"Poco M2 Pro (4GB RAM, 64GB) - Out of the Blue",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,"Samsung Galaxy A8 (2GB RAM, 32GB) - White",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,"OnePlus 6T (10GB RAM, 256GB) - Speed Orange",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,"Nokia 5.1 Plus (3GB RAM, 32GB) - Blue",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,"Nokia 5.1 Plus (4GB RAM, 64GB) - Blue",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,"Nokia 5.1 Plus (4GB RAM, 64GB) - Black",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,"Nokia 5.1 Plus (3GB RAM, 32GB) - Black",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,"Xiaomi Mi 10T Pro 5G (8GB RAM, 128GB) - LuN/Ar Silver",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,"Nokia 5.1 Plus (3GB RAM, 32GB) - White",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,Micromax Canvas 5 (16GB) - Brown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,Huawei P30 Pro (256GB) - Midnight Black,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,"Nokia 5.1 Plus (6GB RAM, 64GB) - Blue",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,Huawei P30 Pro (256GB) - Aurora,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,Huawei P30 Pro (256GB) - Breathing Crystal,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,"Nokia 5.1 Plus (6GB RAM, 64GB) - Black",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,"OnePlus 6T (8GB RAM, 128GB) - Thunder Purple",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,"OnePlus 6T (8GB RAM, 128GB) - Mirror Black",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,"Xiaomi Mi 10T Pro 5G (8GB RAM, 128GB) - Cosmic Black",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,"Samsung Galaxy A8 (2GB RAM, 32GB) - Gold",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,Micromax Canvas 5 (16GB) - Slate Grey,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,Micromax Canvas 5 (32GB) - Maple Wood,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,Micromax Canvas 5 (32GB) - Walnut Wood,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,"OnePlus 7T Pro (8GB RAM, 256GB) - Haze Blue",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,"Xiaomi Redmi 9 Prime (4GB RAM, 64GB) - Matte Black",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,"Xiaomi Redmi 9 Prime (4GB RAM, 64GB) - Space Blue",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,"Xiaomi Redmi 9 Prime (4GB RAM, 64GB) - Mint Green",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,"Xiaomi Redmi 9 Prime (4GB RAM, 128GB) - Sunrise Flare",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,"Xiaomi Redmi 9 Prime (4GB RAM, 128GB) - Matte Black",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,"Xiaomi Redmi 9 Prime (4GB RAM, 128GB) - Mint Green",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,"Xiaomi Redmi 9 Prime (4GB RAM, 128GB) - Space Blue",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,"Xiaomi Redmi 9 Prime (4GB RAM, 64GB) - Sunrise Flare",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,"OnePlus 6T (8GB RAM, 128GB) - Midnight Black",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,"Nubia Z11 mini S (4GB RAM, 64GB) - Moon Gold",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,"Samsung Galaxy A8 (2GB RAM, 32GB) - Black",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,"Redmi Note 8 (4GB RAM, 64GB) - Space Black",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,"OnePlus 6T (8GB RAM, 256GB) - Midnight Black",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,"Redmi Note 8 (3GB RAM, 32GB) - Moonlight White",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,"Redmi Note 8 (6GB RAM, 128GB) - Space Black",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,"Xiaomi Mi 10T 5G (8GB RAM, 128GB) - LuN/Ar Silver",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,"Xiaomi Mi 10T 5G (6GB RAM, 128GB) - LuN/Ar Silver",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,"Xiaomi Mi 10T 5G (6GB RAM, 128GB) - Cosmic Black",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,"Xiaomi Mi 10T 5G (8GB RAM, 128GB) - Cosmic Black",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,"Redmi Note 8 (6GB RAM, 128GB) - Neptune Blue",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,"Redmi Note 8 (3GB RAM, 32GB) - Neptune Blue",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,"Redmi Note 8 (4GB RAM, 64GB) - Moonlight White",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,"Redmi Note 8 (4GB RAM, 64GB) - Cosmic Purple",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,"Redmi Note 8 (3GB RAM, 32GB) - Space Black",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,"Redmi Note 8 (6GB RAM, 128GB) - Moonlight White",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,"Redmi Note 8 (4GB RAM, 64GB) - Neptune Blue",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,"Gionee F103 (2GB RAM, 16GB) - White",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,"Samsung Galaxy S10+ (8GB RAM, 128GB) - Ceramic White",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,"Xiaomi Redmi 7 (3GB RAM, 32GB) - Eclipse Black",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,"Samsung Galaxy S10+ (8GB RAM, 128GB) - Prism White",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,"Samsung Galaxy S10+ (8GB RAM, 512GB) - Ceramic White",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,"Xiaomi Mi Max (3GB RAM, 32GB) - Silver",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,"Poco X2 (8GB RAM, 256GB) - Atlantis Blue",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,"Realme 6 (6GB RAM, 64GB) - ​Comet White",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,"Realme 3 (4GB RAM, 64GB) - Black",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,"Gionee F103 (3GB RAM, 16GB) - Black",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,"Realme 6 (6GB RAM, 64GB) - Comet Blue",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,"Realme 3 (4GB RAM, 64GB) - DyN/Amic Black",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,"Gionee F103 (3GB RAM, 16GB) - White",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,"Realme 3 (4GB RAM, 64GB) - Radiant Blue",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,"Xiaomi Redmi 7 (2GB RAM, 32GB) - LuN/Ar Red",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,"Xiaomi Mi Max (3GB RAM, 32GB) - Gold",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,"Samsung Galaxy S10+ (8GB RAM, 128GB) - Ceramic Black",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,"Xiaomi Redmi 7 (2GB RAM, 32GB) - Comet Blue",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,"Realme 6 (4GB RAM, 64GB) - Comet Blue",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,"Gionee F103 (2GB RAM, 16GB) - Black",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,"Samsung Galaxy S10+ (8GB RAM, 128GB) - Prism Green",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,"Asus ZenFone Max (2GB RAM, 16GB) - White",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,"Realme 3 (3GB RAM, 32GB) - DyN/Amic Black",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,"Asus ZenFone 6 (2GB RAM, 16GB) - Dy Red",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,"Samsung Galaxy M31 (6GB RAM, 64GB) - Space Black",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,"Samsung Galaxy M31 (6GB RAM, 128GB) - Ocean Blue",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,"Honor 5X (2GB RAM, 16GB) - Gold",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,"Asus ZenFone 6 (2GB RAM, 16GB) - Gold",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,"Honor 5X (2GB RAM, 16GB) - Silver",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,"Asus ZenFone Max (3GB RAM, 32GB) - Blue",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,"Asus ZenFone Max (2GB RAM, 32GB) - Blue",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,"Redmi 9 Power (4GB RAM, 128GB) - Electric Green",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,"Samsung Galaxy S10+ (8GB RAM, 128GB) - Prism Black",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,"Xiaomi Redmi 2 Prime (2GB RAM, 16GB) - White",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,"Asus ZenFone Max (3GB RAM, 32GB) - Orange",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,"Asus ZenFone Max (2GB RAM, 32GB) - Orange",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,"Realme 3 (3GB RAM, 32GB) - Radiant Blue",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,"Asus ZenFone Max (3GB RAM, 32GB) - Black",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,"Asus ZenFone Max (2GB RAM, 16GB) - Black",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,"Samsung Galaxy S10+ (8GB RAM, 128GB) - Prism Blue",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,"Realme 3 (3GB RAM, 32GB) - Black",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,Motorola Moto X Style (32GB) - Black,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,"Asus ZenFone 6 (2GB RAM, 16GB) - Pure White",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,"Xiaomi Redmi 2 Prime (2GB RAM, 16GB) - Dark Grey",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,"Samsung Galaxy S10+ (12GB RAM, 1TB) - Ceramic White",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,"Samsung Galaxy M31 (8GB RAM, 128GB) - Ocean Blue",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,Google Pixel 3 XL (128GB) - Clearly White,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,"Motorola Moto Z2 Play (4GB RAM, 64GB) - Fine Gold",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,"Xiaomi Redmi Y2 (3GB RAM, 32GB) - Dark Grey",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,"Xiaomi Redmi Y2 (3GB RAM, 32GB) - Black",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,"Xiaomi Redmi Y2 (3GB RAM, 32GB) - Rose Gold",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,"Lava Pixel V2 (2GB RAM, 16GB) - Black",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,"Oppo A12 (4GB RAM, 64GB) - Blue",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,"Xiaomi Redmi 7 (3GB RAM, 32GB) - Comet Blue",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,"Poco X2 (6GB RAM, 64GB) - Atlantis Blue",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,"Poco X2 (6GB RAM, 64GB) - Matrix Purple",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,"Poco X2 (6GB RAM, 64GB) - Phantom Red",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,"Poco X2 (6GB RAM, 128GB) - Matrix Purple",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,"Poco X2 (6GB RAM, 128GB) - ​Phoenix Red",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,"Xiaomi Redmi 7 (3GB RAM, 32GB) - LuN/Ar Red",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,"Xiaomi Redmi Y2 (3GB RAM, 32GB) - Gold",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,"Poco X2 (6GB RAM, 128GB) - Atlantis Blue",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,"Poco X2 (6GB RAM, 64GB) - ​Phoenix Red",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,"Oppo A12 (4GB RAM, 64GB) - Black",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,"Poco X2 (8GB RAM, 256GB) - Matrix Purple",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,"Poco X2 (8GB RAM, 256GB) - ​Phoenix Red",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,"Motorola Moto Z2 Play (4GB RAM, 64GB) - LuN/Ar Grey",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,"Xiaomi Redmi Y3 (4GB RAM, 64GB) - Prime Black",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,"Xiaomi Redmi Y2 (3GB RAM, 32GB) - Blue",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,"Xiaomi Redmi Y2 (4GB RAM, 64GB) - Gold",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,"Redmi 9 Power (4GB RAM, 128GB) - Blazing Blue",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,"LG Q6 (3GB RAM, 32GB) - Black",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,"Samsung Galaxy M31 (6GB RAM, 128GB) - Space Black",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,"Samsung Galaxy M31 (6GB RAM, 64GB) - Ocean Blue",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,"Samsung Galaxy M31 (8GB RAM, 128GB) - Black",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,"Realme 3 (3GB RAM, 32GB) - Diamond Red",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,"Redmi 9 Power (4GB RAM, 64GB) - Fiery Red",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,"Redmi 9 Power (4GB RAM, 64GB) - Mighty Black",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,Google Pixel 3 XL (128GB) - Just Black,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,"Samsung Galaxy S10+ (8GB RAM, 512GB) - Ceramic Black",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,Google Pixel 3 XL (128GB) - Not Pink,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,Google Pixel 3 XL (64GB) - Just Black,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,Google Pixel 3 XL (64GB) - Clearly White,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,"Lava Pixel V2 (3GB RAM, 16GB) - Black",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,"Xiaomi Redmi Y2 (4GB RAM, 64GB) - Blue",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,"Xiaomi Redmi Y2 (4GB RAM, 64GB) - Rose Gold",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,"Xiaomi Redmi Y2 (4GB RAM, 64GB) - Black",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,"Xiaomi Redmi Y2 (4GB RAM, 64GB) - Dark Grey",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,"Lava Pixel V2 (3GB RAM, 16GB) - Gold",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,Google Pixel 3 XL (64GB) - Not Pink,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,"Vivo V5s (4GB RAM, 64GB) - Energetic Blue",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,"Realme C3 (4GB RAM, 64GB) - Blazing Red",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,"Vivo V5s (4GB RAM, 64GB) - Matte Black",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,"Motorola Moto G4 Plus (3GB RAM, 32GB) - White",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,"InFocus M370 (1GB RAM, 8GB) - Black",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,"Yu Yunicorn (4GB RAM, 32GB) - Gold Rush",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,"Yu Yunicorn (4GB RAM, 32GB) - Rush Silver",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,"Lenovo A7000 (2GB RAM, 8GB) - White",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,"Lenovo A7000 (2GB RAM, 8GB) - Black",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,"Yu Yunicorn (4GB RAM, 32GB) - Rush Gold",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,"Oppo R7 Lite (2GB RAM, 16GB) - Silver",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,"Oppo A7 (4GB RAM, 64GB) - Glaze Blue",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,"Gionee S6 (3GB RAM, 32GB) - Rose Gold",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,"Oppo A7 (4GB RAM, 64GB) - Glaring Gold",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,"Realme 3 (4GB RAM, 64GB) - Diamond Red",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,"Oppo A7 (3GB RAM, 64GB) - Glaring Gold",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,"Coolpad Note 3 (3GB RAM, 16GB) - Black",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,"Gionee S6 (3GB RAM, 32GB) - Silver",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,"Gionee S6 (3GB RAM, 32GB) - Gold",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,"Realme 6 (8GB RAM, 128GB) - Comet Blue",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,"Realme 6 (4GB RAM, 64GB) - ​Comet White",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,"Honor 4X (2GB RAM, 8GB) - White",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,"Xiaomi Redmi 7 (2GB RAM, 32GB) - Eclipse Black",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,"HTC Desire 820 (2GB RAM, 16GB) - Grey",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,"Zopo Color X 5.5 (3GB RAM, 16GB) - Royale Gold",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,"Oppo A7 (3GB RAM, 64GB) - Glaze Blue",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,"Motorola Moto G4 Plus (2GB RAM, 16GB) - White",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,"Motorola Moto G4 Plus (2GB RAM, 16GB) - Black",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,"Motorola Moto G4 Plus (3GB RAM, 32GB) - Black",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,iPhone 11 Pro (512GB) - Space Grey,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,"Realme C3 (3GB RAM, 32GB) - Volcano Grey",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,"Realme C3 (3GB RAM, 32GB) - Blazing Red",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,"Realme 3 (3GB RAM, 64GB) - Radiant Blue",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,"Nokia 7 Plus (4GB RAM, 64GB) - White & copper",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,"Redmi 9 Power (4GB RAM, 128GB) - Mighty Black",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,"Motorola Moto Z Play (3GB RAM, 32GB) - Black",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,"Nokia 7 Plus (4GB RAM, 64GB) - Black & Copper",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,iPhone 11 Pro (256GB) - Gold,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,"Realme C3 (3GB RAM, 32GB) - Frozen Blue",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,"Realme C3 (4GB RAM, 64GB) - Volcano Grey",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,iPhone 11 Pro (256GB) - Silver,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,"Realme C3 (4GB RAM, 64GB) - Frozen Blue",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,Vivo X21 (64GB) - Black,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,iPhone 11 Pro (64GB) - Gold,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,"Motorola Moto Z Play (3GB RAM, 32GB) - White",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,iPhone 11 Pro (256GB) - Midnight Green,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,iPhone 11 Pro (64GB) - Silver,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,iPhone 11 Pro (512GB) - Midnight Green,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,Vivo X21 (128GB) - Black,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,iPhone 11 Pro (64GB) - Midnight Green,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,iPhone 11 Pro (64GB) - Space Grey,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,"Gionee Marathon M5 Lite (3GB RAM, 32GB) - Blue",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,"Gionee Marathon M5 Lite (3GB RAM, 32GB) - Gold",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,"HTC Desire 820 (2GB RAM, 16GB) - White",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,"Vivo V5s (4GB RAM, 64GB) - Crown Gold",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,"ZTE Blade A2 Plus (4GB RAM, 32GB) - Grey",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,"Zopo Color X 5.5 (3GB RAM, 16GB) - Charcoal Black",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,"Micromax Canvas Nitro 4G (2GB RAM, 16GB) - Black",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,"Asus ZenFone 2 Laser (ZE550KL) (3GB RAM, 16GB) - Black",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,"Samsung Galaxy On7 Prime (3GB RAM, 32GB) - Gold",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,"Samsung Galaxy On7 Prime (3GB RAM, 32GB) - Black",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,"Samsung Galaxy On7 Prime (4GB RAM, 64GB) - Gold",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,"InFocus Bingo 10 (1GB RAM, 8GB) - White",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,"Xiaomi Mi Max Prime (4GB RAM, 128GB) - Gold",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,"Asus ZenFone 2 Laser (ZE550KL) (3GB RAM, 16GB) - Red",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,"Asus ZenFone 2 Laser (ZE550KL) (2GB RAM, 16GB) - Black",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,iPhone 11 Pro (512GB) - Silver,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,"LG Q6 (3GB RAM, 32GB) - Gold",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
