brand,model,processor_brand,processor_name,processor_gnrtn,ram_gb,ram_type,ssd,hdd,os
N/A,"Portronics Vibe POR-937 Wireless Bluetooth Speaker (Grey, Mono Channel)",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,Zebronics Globe Wireless Portable Bluetooth Speaker (Blue),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,Zebronics Globe Wireless Portable Bluetooth Speaker (Pink),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,Zebronics Globe Wireless Portable Bluetooth Speaker (Black),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,Zebronics Delight Wireless Portable Bluetooth Speaker (Black),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,Philips SPA-4040B/94 Wired Speaker (Black),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,Sony SRS XB-20 Wireless Portable Bluetooth Speaker (Blue),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,Sony SRS XB-20 Wireless Portable Bluetooth Speaker (Grey),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,"Portronics Sound Cake POR-781 Wireless Bluetooth Speaker (Black, Stereo Channel)",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,Sony SRS XB-20 Wireless Portable Bluetooth Speaker (Green),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,"Portronics POR-102 Wireless Bluetooth Speaker (Black, Mono Channel)",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,Sony SRS XB-20 Wireless Portable Bluetooth Speaker (Red),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,"Portronics Bounce POR-952 Wireless Bluetooth Speaker (Blue, Stereo Channel)",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,Philips SPA-8180B/94 Wireless Bluetooth Speaker (Black),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,Sony SRS XB-20 Wireless Portable Bluetooth Speaker (Black),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,Zebronics BT346 Wired Speaker (Black),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,"JBL Pulse 2 Wireless Portable Bluetooth Speaker (Silver, Stereo Channel)",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,"JBL Go Wireless Portable Bluetooth Speaker (Blue, Mono Channel)",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,"JBL Go Wireless Portable Bluetooth Speaker (Yellow, Mono Channel)",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,"JBL Go Wireless Portable Bluetooth Speaker (Grey, Mono Channel)",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,"JBL Go Wireless Portable Bluetooth Speaker (Orange, Mono Channel)",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,Sony WH-1000XM3 Wireless Bluetooth Headphone (Black),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,"boAt Stone 700 Wireless Portable Bluetooth Speaker (Rugged Black, Stereo Channel)",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,"JBL Go Wireless Portable Bluetooth Speaker (Red, Mono Channel)",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,Philips SPA-5250B Wireless Bluetooth Speaker (Black),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,Zebronics Spaceship Wireless Portable Bluetooth Speaker (Black),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,Zebronics TorN/Ado 4 Wireless Bluetooth Speaker (Black),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,Zebronics Super Bazooka Wireless Bluetooth Speaker (Silver),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,"boAt Stone 700 Wireless Portable Bluetooth Speaker (Military Green, Stereo Channel)",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,"JBL Jembe Wired Portable Speaker (Black, 2 Channel)",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,"Portronics Bounce POR-939 Wireless Bluetooth Speaker (Black, Stereo Channel)",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,"Portronics Sound Grip POR-776 Wireless Bluetooth Speaker (Blue, Stereo Channel)",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,Philips SW750M/37 Wireless Bluetooth Speaker (Black),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,Zebronics Atom Wireless Portable Bluetooth Speaker (Black),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,Sony SRS XB-30 Wireless Portable Bluetooth Speaker (Blue),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,"Portronics Sublime III POR-622 Wired And Wireless Portable Bluetooth Speaker (Black, Stereo Channel)",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,Philips BT64A Wireless Portable Bluetooth Speaker (Sky Blue),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,Sony SRS XB-30 Wireless Portable Bluetooth Speaker (Grey),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,"Sony SRS-X11 Wireless Portable Bluetooth Speaker (Blue, Mono Channel)",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,Sony SRS XB-30 Wireless Portable Bluetooth Speaker (Green),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,"Portronics Posh II POR-686 Wireless Portable Bluetooth Speaker (Black, Stereo Channel)",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,Sony SRS XB-30 Wireless Portable Bluetooth Speaker (Red),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,Portronics Posh II Wireless Bluetooth Speaker (Black),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,Sony SRS XB-30 Wireless Portable Bluetooth Speaker (Black),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,Philips SPA-9080B/94 Wireless Bluetooth Speaker (Black),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,Bose Soundlink Wireless Bluetooth Speaker (Black),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,Bose Soundlink Mini Wireless Portable Bluetooth Speaker (Black),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,Philips BT64W Wireless Portable Bluetooth Speaker (White),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,Sony SRS XB-40 Wireless Portable Bluetooth Speaker (Black),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,Sony SRS XB-40 Wireless Portable Bluetooth Speaker (Red),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,Sony SRS XB-40 Wireless Portable Bluetooth Speaker (Blue),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,"Bose Soundlink Speaker III Wireless Portable Bluetooth Speaker (Grey, Mono Channel)",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,"Sony HT-CT390 Wireless Bluetooth Speaker (Black, 2.1 Channel)",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,Zebronics Infinity V2 Wireless Portable Bluetooth Speaker (Black),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,Zebronics SPK-2490 Wireless Bluetooth Speaker (Black),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,Zebronics BT2490 Wireless Bluetooth Speaker (Black),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,Philips BT64B Wireless Portable Bluetooth Speaker (Black),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,Zebronics Vogue Wireless Portable Bluetooth Speaker (Black),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,OnePlus Buds Z True Wireless Stereo (TWS) Earphones (White),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,Bose Soundlink Mini 2 Wireless Portable Bluetooth Speaker (Grey),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,Sony WH-XB900N Wireless Bluetooth Headphones (Black),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,"Portronics Thunder POR-523 Wired And Wireless Portable Bluetooth Speaker (Black, Stereo Channel)",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,Zebronics Brew Wireless Portable Bluetooth Speaker (Black),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,Sony WH-XB900N Wireless Bluetooth Headphones (Blue),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,Zebronics Infinity BT017UCF Wireless Portable Bluetooth Speaker (Black),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,"Philips BT110A/00 Wireless Portable Bluetooth Speaker (Blue, Mono Channel)",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,Zebronics SW2490 Wired Speaker (Black),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,"Portronics Sound Grip POR-775 Wireless Bluetooth Speaker (Grey, Stereo Channel)",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,Portronics Dome POR-865 Wireless Bluetooth Speaker (Black),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,Philips DSP 475U Wireless Bluetooth Speaker (Black),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,JBL Wind Wireless Portable Bluetooth Speaker (Black),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,Zebronics Lamp Wireless Portable Bluetooth Speaker (Blue),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,Philips SBT30PNK/27 Wireless Portable Bluetooth Speaker (Pink),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,Philips SPA-3800B Wireless Bluetooth Speaker (Black),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,JBL On Time Micro Wired Portable Speaker (Black),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,Philips EverPlay BT7900B/00 Wireless Bluetooth Speaker (Black),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,"Philips BT40BK/94 Wireless Bluetooth Speaker (Black, Mono Channel)",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,Bose Color II 752195-0100 Wireless Bluetooth Speaker (Black),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,Zebronics Lamp Wireless Portable Bluetooth Speaker (White),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,BoAt Rockerz 450 Bluetooth Headset (Luscious Black),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,Sony Ultra Wireless Portable Bluetooth Speaker (Pink),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,JBL On Tour IBT Wireless Bluetooth Speaker (Black),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,Sony WH-CH700N Wireless Bluetooth Headphones (Black),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,Zebronics Lamp Wireless Portable Bluetooth Speaker (Black),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,Philips BT40 Wireless Portable Bluetooth Speaker (Black),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,"Portronics Pure Sound Plus POR-780 Wireless Bluetooth Speaker (Blue, Stereo Channel)",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,Philips Shoq Box SB500A/00 Wireless Portable Bluetooth Speaker (Blue),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,Sony SRS-BTS50 Wireless Portable Bluetooth Speaker (Red),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,Zebronics SW2530 Wired Speaker (Black),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,Philips SPA-6700B Wired Speaker (Black),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,"Portronics Cubix BT POR-181 Wireless Portable Bluetooth Speaker (Black, Mono Channel)",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,Zebronics Rocket Wireless Portable Bluetooth Speaker (Black),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,Philips BT50B/37 Wireless Portable Bluetooth Speaker (Black),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,Zebronics Air One Wireless Bluetooth Headphone (Blue),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,Sony SRS XB-10 Wireless Portable Bluetooth Speaker (Blue),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,JBL T160BT Wireless Bluetooth Headset (Black),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,Sony SRS XB-10 Wireless Portable Bluetooth Speaker (Green),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,Zebronics ZEB-Tarang Wireless Bluetooth Headphone (Black),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,Sony SRS XB-10 Wireless Portable Bluetooth Speaker (Black),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,Sony SRS XB-10 Wireless Portable Bluetooth Speaker (Grey),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,Zebronics Prism Wireless Portable Bluetooth Speaker (Black),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,"Philips BT50A Wireless Portable Bluetooth Speaker (Blue & Green, Mono Channel)",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,Zebronics Axon Wireless Portable Bluetooth Speaker (Black),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,Zebronics Mellow Wireless Bluetooth Speaker (Black),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,Bose Invisible 300 Wireless Bluetooth Speaker (Black),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,"Bose Soundtouch 10 Wireless Bluetooth Speaker (White, Mono Channel)",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,"Philips BT110R/00 Wireless Portable Bluetooth Speaker (Red, 2.1 Channel)",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,Zebronics Closic Mirror Wireless Portable Bluetooth Speaker (Gold),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,Zebronics Closic Mirror Wireless Portable Bluetooth Speaker (Black),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,"Philips BT3900B/37 Wireless Bluetooth Speaker (Black, Mono Channel)",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,"Portronics Cubix II POR-512 Wired Portable Speaker (Red, Mono Channel)",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,Philips MMS-3160B/94 Wireless Bluetooth Speaker (Black),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,Philips SHB7250 Headphone (Black),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,boAt Rockerz 400 Wireless Bluetooth Headphone (Black),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,Zebronics BT6790 Wireless Bluetooth Speaker (Black),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,boAt Rockerz 400 Wireless Bluetooth Headphone (Blue & Black),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,boAt Rockerz 400 Wireless Bluetooth Headphone (Red & Black),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,"Bose Soundtouch 20 Series III Wireless Bluetooth Speaker (White, Mono Channel)",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,Sony SRS XB-03 Wireless Portable Bluetooth Speaker (Blue),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,Bose Soundtouch 20 Series III Wireless Bluetooth Speaker (Black),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,Philips BT6900B/00 Wireless Portable Bluetooth Speaker (Black),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,Sony SRS XB-03 Wireless Portable Bluetooth Speaker (Black),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,boAt Rockerz 400 Wireless Bluetooth Headphone (Grey & Green),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,boAt Rockerz 400 Wireless Bluetooth Headphone (Carbon Black),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,Zebronics ZEB-BE380T Wireless Bluetooth Earphone (White),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,Boat Rockerz 480 Wireless Bluetooth Headphone (Matte Black),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,Zebronics Closic Mirror Wireless Portable Bluetooth Speaker (Red),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,Sony SRS XB-10 Wireless Portable Bluetooth Speaker (Red),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,Zebronics S750 Wired Portable Speaker (Red),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,Zebronics Smart Wireless Portable Bluetooth Speaker (Blue),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,Zebronics Smart Wireless Portable Bluetooth Speaker (Orange),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,Portronics Cubix Wireless Portable Bluetooth Speaker (Red),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,Zebronics Smart Wireless Portable Bluetooth Speaker (Black),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,"Philips BT50G Wireless Portable Bluetooth Speaker (Grey & Red, 2.1 Channel)",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,JBL Trip Wireless Portable Bluetooth Speaker (Black),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,Philips BT110C/00 Wireless Portable Bluetooth Speaker (White),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,Zebronics Smart Wireless Portable Bluetooth Speaker (Green),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,Philips BT50L/37 Wireless Portable Bluetooth Speaker (White),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,Zebronics Java Wireless Portable Bluetooth Speaker (Black),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,Zebronics Smart Wireless Portable Bluetooth Speaker (Red),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,"Zebronics ZEB-Juke Bar 9400 Pro Wireless Bluetooth Soundbar (Black, 5.1 Channel)",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,Sony SRS BT-X300 Wireless Portable Speaker (Black),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,Philips EverPlay BT3900B/00 Mini Wireless Bluetooth Speaker (Black),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,Sony SRS BT-X300 Wireless Portable Speaker (White),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,Audio-Technica ATH-M50XBT Wireless Bluetooth (Black),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,Philips BT100P/37 Mini Wireless Portable Bluetooth Speaker (Pink),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,Philips MMS-6080B Wireless Bluetooth Speaker (Black),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,Sony WI-1000XM2 Wireless Bluetooth Earphones (Black),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,Philips IN-SPA5190B/94 Wired Speaker (Black),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,Creative Outlier Sports Wireless Bluetooth Earphones (Black),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,Creative Outlier Sports Wireless Bluetooth Earphones (Orange),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,Creative Outlier Sports Wireless Bluetooth Earphones (Green),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,Creative Outlier Sports Wireless Bluetooth Earphones (Blue),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,Sony XB01 Wireless Portable Bluetooth Speaker (Black),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,Audio Technica ATH-SJ55 Wired Headphone (Black),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,1More Stylish True Wireless In-Ear Headphones (Gold),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,1More Stylish True Wireless In-Ear Headphones (Black),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,1More Stylish True Wireless In-Ear Headphones (Green),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,"Philips FLEX BT2000A/37 Wireless Bluetooth Speaker (Blue, Mono Channel)",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,Audio Technica ATH-SJ55 Wired Headphone (White),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,Bose Companion Wireless Bluetooth Speaker (Black),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,Sony WH-1000XM2 Wireless Bluetooth Headphone (Black),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,Zebronics Closic 2 Wireless Portable Bluetooth Speaker (Blue),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,boAt Aavante 10 Wireless Bluetooth Speaker (Slate),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,boAt Aavante 10 Wireless Bluetooth Speaker (Black),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,Philips BT100V/27 Mini Wireless Portable Bluetooth Speaker (Violet),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,Zebronics Closic 2 Wireless Portable Bluetooth Speaker (Black),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,JBL C300SI Wired Headphone (Black),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,Zebronics Closic 2 Wireless Portable Bluetooth Speaker (Red),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,Sony XB01 Wireless Portable Bluetooth Speaker (Blue),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,"Zebronics Zeb-Rocket Wireless Bluetooth Speaker (Black, Stereo Channel)",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,1More Stylish True Wireless In-Ear Headphones (Pink),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,1More E1006 Wireless Bluetooth Earphones (Green),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,"Philips BT100B/37 Wireless Bluetooth Speaker (Black, Mono Channel)",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,1More E1006 Wireless Bluetooth Earphones (Black),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,Philips Fidelio B1/94 Wireless Bluetooth Speaker (Black),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,1More E1006 Wireless Bluetooth Earphones (Blue),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,iBall Power Beat B9 Bluetooth Headphone,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,Bose Companion 2 Series III Wired Speaker (Black),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,"Sony HT-RT3 Wireless Bluetooth Speaker (Black, 5.1 Channel)",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,1More E1006 Wireless Bluetooth Earphones (Red),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,Philips SPA-9120B/94 Wireless Bluetooth Speaker (Black),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,Philips Altavoces Wireless Portable Bluetooth Speaker (Black),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
